,srch_destination_id,srch_adults_cnt,srch_children_cnt,stay_dur,srch_rm_cnt,prediction
59741,1012,2,0,1.0,1,[76 48  7 42 14]
59744,22850,2,0,1.0,1,[ 6 77 61 76  7]
59751,17595,1,0,3.0,1,[89 36 85 30 81]
59769,11361,1,1,1.0,1,[33 14 15 91 13]
59774,8271,1,0,2.0,1,[95 91  2 98 19]
59783,28640,1,1,1.0,1,[93 55 10 91 51]
59788,8223,2,0,1.0,1,[98 70 41 95 56]
59798,28387,3,1,1.0,1,[28 55  6  7 91]
59830,19363,3,1,2.0,1,[42 48 91 77 16]
59836,8230,1,1,1.0,1,[95 19 98 68 91]
59838,8291,1,1,1.0,1,[95  9 98 91 59]
59867,8260,2,0,2.0,1,[41 83 21 48 70]
59869,8230,3,0,1.0,1,[95 19 98 68 18]
59871,8230,1,0,1.0,1,[95 19 98 68 18]
59885,35206,1,1,1.0,1,[32 94 91 48 51]
59887,25315,2,0,1.0,1,[59 48 14 39  5]
59892,12278,2,1,3.0,1,[83 91 89 18 70]
59896,25315,3,0,1.0,1,[59 48 14 39  5]
59898,7277,2,2,1.0,1,[ 3 86 17 91 80]
59907,8811,2,2,2.0,1,[37 55 91 83 98]
59913,3924,2,2,1.0,1,[43 91 30 78 82]
59915,3924,2,2,1.0,1,[43 30 91 78 82]
59918,1822,2,2,1.0,1,[28 16 11 48 42]
59920,17884,3,1,1.0,1,[43  8 78 30 82]
59925,8291,2,1,2.0,1,[95  9 98 59 91]
59962,8250,1,0,7.0,1,[ 1 45 79 24 51]
59963,8250,2,0,4.0,2,[ 1 45 24 79 51]
59970,8267,1,0,3.0,1,[56 98 41 70 69]
59975,8216,1,0,2.0,1,[32 91 94 10 59]
59987,8267,2,0,8.0,2,[56 98 41 70 69]
59990,8250,1,0,4.0,1,[ 1 79 45 24 54]
60003,12206,1,0,5.0,1,[ 1 79 45 24 51]
60007,8230,1,0,2.0,1,[95 19 98 21 68]
60009,8243,1,0,4.0,1,[21 42 91 51 94]
60049,10854,2,0,1.0,1,[48  5 91 42 94]
60051,10854,2,0,2.0,1,[48  5 91 42 47]
60057,967,2,0,1.0,1,[30 15 73 86 17]
60060,967,4,0,1.0,2,[30 73 61 15 86]
60078,12495,1,1,2.0,1,[51 48 77 50 42]
60083,26529,1,0,1.0,1,[72 91 13 51 42]
60089,18831,1,0,1.0,1,[91 42 48 94 47]
60091,26140,1,2,1.0,1,[ 9 86 91 17 90]
60111,16835,3,0,3.0,1,[43 57 81 85 78]
60115,8812,3,0,2.0,1,[ 9 58  2 46 64]
60120,38377,3,1,1.0,1,[77 51 39 48 91]
60122,8792,3,1,1.0,1,[99 93 81 15 62]
60126,8255,2,0,4.0,1,[36 46 29 15  9]
60193,19522,2,0,1.0,1,[91 16 42 13 94]
60215,19522,2,0,2.0,1,[91 16 42 94 39]
60219,8262,2,0,1.0,1,[68 95 28  9 37]
60228,8835,4,0,2.0,2,[28 50 37 42 21]
60231,8262,2,0,1.0,1,[68 95  9 28 37]
60315,11998,2,0,1.0,1,[96 47 18 15 68]
60353,6573,2,1,2.0,1,[18 28 70  6 37]
60362,6587,2,1,1.0,1,[37 18 91 25 83]
60364,6587,1,1,1.0,1,[37 18 91 25 83]
60388,8242,2,1,4.0,1,[25 37 59 21  5]
60395,8289,1,0,3.0,1,[64 82 11 29  2]
60437,8250,1,0,3.0,1,[ 1 45 24 79 54]
60448,8785,2,0,4.0,1,[43 20 62 30 81]
60458,21594,1,0,1.0,1,[82 78 48 81 38]
60461,8743,4,0,2.0,2,[25  6 64 46 82]
60519,8268,1,0,1.0,1,[34 16 71  0 42]
60550,21882,2,2,1.0,1,[64 25 30 86 22]
60558,11643,1,0,5.0,1,[64 46 58 44 85]
60562,8213,4,0,1.0,2,[ 9 97 98 37  2]
60564,8407,2,0,1.0,1,[59 29 85 62  6]
60569,669,2,1,4.0,1,[ 0 83 33 97 21]
60573,347,4,1,1.0,2,[81 61 46 62 82]
60577,5497,2,1,1.0,1,[61 81 62 57 63]
60578,8250,4,0,3.0,2,[ 1 24 45 79 54]
60581,8250,2,0,2.0,1,[ 1 24 79 45 54]
60583,8250,2,0,2.0,1,[ 1 24 79 45 54]
60626,8745,1,1,1.0,1,[75 47 25 82  5]
60686,20934,2,0,2.0,1,[64 62 30 22 43]
60692,8791,2,0,3.0,1,[65 66 52 87  0]
60705,26023,2,0,1.0,1,[42  6 76 51 50]
60715,12602,2,0,2.0,1,[ 1 79 45 24 54]
60724,12175,3,4,2.0,2,[18 72 28 13 31]
60726,8250,2,0,2.0,1,[ 1 24 45 79 54]
60735,8220,2,0,2.0,1,[12 46 59 29 62]
60753,12008,1,0,4.0,1,[91 18 48 94 49]
60762,12206,2,0,2.0,1,[ 1 79 45 24 51]
60767,12002,2,0,1.0,2,[59 94 13 47 42]
60770,12175,3,2,2.0,1,[28 18 72 13 91]
60777,43678,2,0,1.0,1,[51 50 42 91 94]
60796,8253,2,0,9.0,1,[97 25 11 64 98]
60808,8253,1,0,9.0,1,[97 25 11 64 98]
60821,8253,1,0,9.0,1,[97 25 11 64 98]
60828,8253,2,0,1.0,1,[97 25 11 98 21]
60834,8242,2,2,2.0,1,[25 59 21 37  5]
60851,18569,2,2,5.0,1,[63 61 62 46 81]
60892,59681,2,0,1.0,1,[ 6 91 32  7 15]
60899,26022,1,0,5.0,1,[49 55  9 68 19]
60903,11923,1,0,7.0,1,[51 26 92 84 73]
60909,26565,2,1,1.0,1,[90 47 42 91  7]
60916,5950,2,1,1.0,1,[49 72 16  5 28]
60921,8799,2,0,2.0,1,[22 97  5 69 58]
60930,11336,1,0,3.0,1,[65 66 84 52 17]
60936,1310,2,0,4.0,1,[22 26 73 92 84]
60952,8241,2,0,4.0,1,[12 36 62 15 81]
60988,8791,2,0,4.0,1,[65 66 52 87  0]
61004,12466,1,0,1.0,1,[51  6 15 18 50]
61007,8267,1,0,2.0,1,[56 98 41 70 69]
61017,8810,2,0,6.0,1,[15 84 17 48 32]
61049,12226,2,0,1.0,1,[95 49 18 97 21]
61052,49089,2,0,1.0,1,[15 99 17 51 91]
61098,1891,2,2,1.0,1,[28 59  5 42 16]
61106,25927,2,2,1.0,1,[ 6 13 77  7 42]
61113,8819,4,0,2.0,1,[99 97 50 21 12]
61181,14840,2,0,2.0,1,[31 42 73 16 17]
61200,24277,2,2,2.0,1,[13 47  7 91 42]
61202,24277,2,2,2.0,1,[13 47  7 91 42]
61206,24289,1,0,1.0,1,[72 37 91 39 13]
61218,8259,1,0,3.0,1,[11  2 29 59 21]
61236,8220,2,0,3.0,1,[12 46 62 59 36]
61266,154,2,0,7.0,1,[34 26 84 92 73]
61312,18663,2,0,6.0,1,[64 22 62 43 30]
61330,34887,2,0,1.0,1,[91 94 15 47 42]
61337,41323,2,0,1.0,1,[60  3 20 81 30]
61343,24822,2,0,1.0,1,[32 51 28 42 91]
61360,8855,1,0,4.0,1,[26 73 84 92 34]
61362,9192,1,0,4.0,1,[91 48 47  7 94]
61403,8834,2,1,4.0,1,[ 9 50  4 47  0]
61474,18741,1,0,1.0,1,[47 91  7 42 94]
61477,12006,1,0,1.0,1,[14 42 48 91 18]
61512,12235,1,0,1.0,1,[83 89 47 91 10]
61546,17930,2,0,6.0,1,[12 63 81 92 61]
61558,8785,2,0,1.0,2,[58 61 81 62 99]
61563,1744,1,0,1.0,1,[ 6 61 81 82 30]
61576,12302,1,0,3.0,1,[99 59 86 17 91]
61606,20115,1,0,6.0,1,[34 81 63 26 15]
61616,8739,1,0,1.0,1,[ 2 29 59 82 46]
61621,18663,1,0,1.0,1,[64 22 62 43 30]
61624,8279,1,0,6.0,1,[98 70 55 41 83]
61645,6088,1,0,4.0,1,[68 41 91  9 18]
61648,8220,2,1,3.0,1,[12 46 62 59 36]
61651,8741,1,1,1.0,1,[11 64 62 46 59]
61654,8224,1,0,1.0,1,[29  2 11 46 64]
61658,18633,1,0,1.0,1,[25 33 17 98  2]
61669,8253,1,0,2.0,1,[97 25 98 11 37]
61674,8253,1,0,2.0,1,[25 97 37 98 64]
61678,66,1,0,1.0,1,[15 47 91 39 48]
61690,8747,2,0,4.0,1,[97 99  2  9 28]
61694,8289,2,0,2.0,1,[11 82 64 46  2]
61706,51923,1,0,3.0,1,[82 20 81 30  7]
61709,8291,2,0,7.0,1,[95  9 98 37 59]
61801,8250,1,0,3.0,1,[ 1 45 24 79 54]
61803,8250,1,0,2.0,1,[ 1 45 24 79 54]
61805,8250,1,0,1.0,1,[ 1 45 24 79 54]
61814,14796,2,2,3.0,1,[72 18 31 91 28]
61827,12175,1,2,4.0,1,[18 13 91 72 28]
61843,12175,1,2,1.0,1,[18 28 72 13 91]
61886,8745,5,0,5.0,1,[76 64 35 30 22]
61901,12175,4,2,3.0,1,[28 18 13 72 10]
61909,12603,3,0,1.0,1,[49  4 28  6 21]
61914,12175,4,0,4.0,1,[28 18 13 72 10]
61923,12175,4,0,3.0,1,[28 18 13 72 10]
61924,12175,4,0,3.0,1,[28 18 13 72 10]
61941,8785,2,3,4.0,1,[58 61 62 85 81]
61945,8214,1,0,1.0,1,[72  6 77 91 76]
61963,12402,2,2,1.0,1,[75 33  5 11 30]
61971,15717,2,3,1.0,1,[ 8 43 86 30 82]
61979,12402,2,2,1.0,1,[75 33  5 11 30]
61982,8745,2,2,1.0,1,[64 25 11 22  5]
61996,8745,2,2,1.0,1,[64 25 11 22  5]
62004,8745,2,2,1.0,1,[76 35 64 30  8]
62011,8740,2,3,1.0,1,[22  8 78 43  5]
62021,8255,4,0,1.0,1,[36 29 46 15  9]
62024,8255,4,0,1.0,1,[36 29 46 15  9]
62028,12643,4,0,1.0,1,[ 9 59  2 85 48]
62037,22802,4,0,1.0,1,[11  2 86 25 93]
62041,8254,2,0,1.0,1,[95 98 21 41 72]
62051,12175,2,2,3.0,1,[18 13 91 28 72]
62053,12175,2,2,3.0,1,[28 18 72 13 91]
62058,12175,2,2,3.0,1,[28 18 72 13 91]
62061,12175,2,2,3.0,1,[28 18 72 13 91]
62063,12175,2,2,3.0,1,[28 18 72 13 91]
62083,12619,1,0,1.0,1,[50 10  7 91 47]
62084,12619,1,0,1.0,1,[50 10  7 91 47]
62130,8279,2,0,1.0,1,[98 55 41 70 83]
62178,8829,1,0,2.0,1,[55  4 51 72 90]
62209,8250,2,0,1.0,1,[ 1 24 79 45 54]
62227,11821,4,3,1.0,2,[91 47 48 40 42]
62231,26424,3,3,2.0,2,[32 94 91 48 42]
62312,1114,1,0,1.0,1,[42 48  2  5 50]
62315,8259,1,0,1.0,1,[11  2 21 29 97]
62317,8267,2,4,6.0,1,[98 56 41 69 70]
62319,8267,2,0,6.0,1,[98 56 41 69 70]
62321,486,2,0,1.0,1,[ 6 59 16 42 47]
62324,486,2,3,1.0,1,[59  6 16 42 47]
62331,486,2,0,1.0,1,[ 6 59 16 42 47]
62335,8259,2,0,2.0,1,[11  2 29 21 97]
62342,1063,1,0,1.0,1,[30 85 81 78 61]
62345,8259,1,0,2.0,1,[11  2 29 21 97]
62347,26761,2,0,1.0,1,[15 16 48 91 39]
62355,12268,2,0,4.0,1,[98 56 55 70 72]
62358,8279,2,0,1.0,1,[98 55 70 41 83]
62365,12268,2,0,1.0,1,[98 56 55 70 72]
62369,12269,2,0,5.0,1,[41 19 72 70 56]
62371,8745,3,2,4.0,2,[64 25 22 11 97]
62374,14041,2,2,2.0,1,[22  8  5 11 64]
62379,8740,3,2,3.0,1,[ 8 22 78 43  5]
62384,21588,1,2,2.0,1,[64 25 90  5 37]
62386,21588,1,2,2.0,1,[64 25 90  5 37]
62388,21588,2,2,2.0,1,[64 25 90  5 37]
62394,8785,2,2,2.0,1,[22  8 64  5 58]
62404,12245,1,2,3.0,1,[37 97 64  5 25]
62407,12245,2,2,3.0,1,[37 97 64  5 25]
62433,12241,2,2,3.0,1,[25  5 30 64 22]
62437,12241,2,1,3.0,1,[25  5 30 64 22]
62445,14384,3,2,3.0,1,[11 21 25 37 33]
62455,8740,3,2,4.0,1,[ 8 22 78 43  5]
62459,8785,3,2,2.0,1,[22  8 64  5 58]
62468,21588,2,1,2.0,1,[25 37 64  5 90]
62476,12402,4,2,3.0,1,[26 84 92 73 86]
62480,2976,1,0,3.0,1,[35 86 30 17 80]
62482,2976,1,0,28.0,1,[35 86 80 30 17]
62484,2976,1,0,3.0,1,[35 86 30 17 80]
62486,8745,1,0,27.0,1,[64 15 25 11 58]
62488,51923,1,0,22.0,1,[81 20 85 82  7]
62490,58397,1,0,2.0,1,[35 86 30 17 80]
62493,8278,2,0,2.0,1,[95 18 68 91 16]
62499,45639,2,0,1.0,1,[43 91 30 32  7]
62502,12488,2,0,1.0,1,[47 91  7 94 32]
62518,27186,2,0,1.0,1,[ 6 42 94 91 47]
62521,7042,2,2,1.0,1,[35 86 30 80 17]
62537,27182,2,0,1.0,1,[28 47 91 33 42]
62556,43199,2,0,3.0,1,[64 22 25  9 11]
62569,8221,1,0,6.0,1,[82 58 46 36 81]
62571,22236,2,0,1.0,1,[62 61 82  5 36]
62581,8233,1,0,1.0,1,[42 91 14 23  5]
62588,11373,2,0,3.0,1,[26 69 96 84 73]
62590,8273,2,0,1.0,1,[68 91 18  9 72]
62606,11620,2,0,3.0,1,[37 21 97 13 39]
62609,19776,2,0,1.0,1,[96  0 33 84 83]
62619,8279,2,0,3.0,1,[98 70 41 55 83]
62624,26321,1,0,1.0,1,[47 40 32  7 90]
62638,26414,1,0,1.0,1,[41 95  9 33 98]
62651,25184,2,0,1.0,1,[ 2 85 58 82 48]
62654,25219,2,0,2.0,1,[36 82 67 58 81]
62672,25332,2,0,1.0,1,[67 36 86  2 58]
62675,12054,2,0,1.0,1,[61 25 30 64  2]
62679,25329,2,0,1.0,1,[38 44 86 75 81]
62683,57207,2,0,1.0,1,[58 82 43 61 81]
62686,22169,2,0,1.0,1,[59 90 99  6 16]
62687,25210,2,0,2.0,1,[90 30 67 64 85]
62692,2565,2,0,2.0,1,[53 86 44 91 17]
62699,14821,2,0,1.0,1,[53 86 91 17 80]
62714,21614,2,0,3.0,1,[62 20 81 67 82]
62716,22049,2,0,1.0,1,[78 38 75 86 81]
62718,22010,2,0,3.0,1,[67 36 86 58 20]
62720,6837,2,0,1.0,1,[67 86 36 58  2]
62727,22179,2,0,2.0,1,[38 67 20 75 86]
62740,64627,2,0,1.0,1,[33 48 34 91 39]
62762,24825,2,0,2.0,1,[50 47 91 48 42]
62838,51615,1,0,1.0,1,[36 57 15 30 67]
62921,8242,1,0,3.0,1,[25  5 37 59 21]
62942,8747,1,0,1.0,1,[99 97  9 48  2]
63006,8220,2,2,2.0,1,[12 46 62 59 36]
63011,5497,2,2,2.0,1,[61 81 62 63 57]
63022,20404,2,0,1.0,2,[61 30 76  2 15]
63031,39316,5,0,3.0,2,[63 61 81 12 57]
63037,758,8,0,1.0,4,[60  3 86 80 17]
63042,57234,2,0,1.0,1,[60 20 30  3 81]
63044,41132,4,2,1.0,2,[ 3 57 53 60 81]
63046,41132,4,0,1.0,2,[ 3 57 53 60 81]
63048,317,2,1,1.0,1,[36 81 30 15 67]
63050,41277,4,0,2.0,2,[20 38 81 30 86]
63054,9541,6,0,1.0,3,[81 82 61 36 20]
63056,44019,3,0,2.0,1,[53 91 81  3 30]
63061,22711,3,0,1.0,1,[ 3 86 81 82 30]
63070,1265,2,0,3.0,1,[12 81 62 61 46]
63072,1265,2,0,3.0,1,[12 81 62 61 46]
63078,36003,4,0,1.0,2,[35 30 86 51 17]
63080,57234,2,0,1.0,1,[60 20 30  3 81]
63083,57234,3,0,2.0,1,[60 20 30  3 81]
63085,317,2,0,1.0,2,[36 81 15 30 67]
63088,41132,3,1,2.0,1,[57  3 53 85 60]
63092,22704,2,0,4.0,1,[61 30 81 57 82]
63099,41323,2,1,1.0,1,[60  3 20 81 30]
63100,41323,2,1,1.0,1,[60  3 20 81 30]
63116,12598,5,0,3.0,2,[81 36 46 61 62]
63117,8250,2,0,2.0,1,[ 1 45 24 79 54]
63149,5499,2,1,1.0,1,[36 15 57 81 12]
63157,53533,2,0,1.0,1,[25 64 98 21 97]
63159,8282,5,0,3.0,2,[64 10 62 12 99]
63179,8808,3,0,2.0,3,[82  2 58 62 46]
63221,12206,2,0,3.0,1,[ 1 79 45 24 51]
63241,8288,4,3,1.0,2,[68 41 69 95  9]
63251,26418,2,1,1.0,1,[51 91 48 42 50]
63259,8250,2,0,1.0,1,[ 1 45 79 24 54]
63260,8250,2,0,1.0,1,[ 1 45 79 24 54]
63262,24204,2,0,2.0,1,[50  7 91 47 32]
63264,8250,2,0,1.0,1,[ 1 45 24 79 54]
63269,584,2,0,1.0,1,[42 15 91 48 39]
63284,8250,2,0,2.0,1,[ 1 45 79 24 54]
63381,792,2,0,3.0,1,[86 67 85 22 58]
63383,21778,2,0,1.0,1,[85 61 67 81 62]
63488,12194,2,0,1.0,1,[72 95 41 68 91]
63498,61110,2,1,5.0,1,[41 91 69 17 47]
63500,12757,2,0,1.0,1,[42 72 91 15 59]
63508,23078,1,0,2.0,1,[57 67 85 62 58]
63509,23078,2,0,2.0,1,[57 67 85 62 58]
63512,23078,1,0,1.0,1,[57 67 85 62 82]
63515,17614,1,0,1.0,1,[18 41 91 59 48]
63532,27259,3,1,1.0,1,[72 91 51 13 17]
63539,8283,3,1,1.0,1,[95 18 42 91  2]
63544,8249,3,1,1.0,1,[25 21 91 37 18]
63552,8233,3,1,1.0,1,[42 91 14 23 39]
63579,11271,4,0,2.0,1,[63 38 61 58 81]
63580,11271,4,0,1.0,1,[63 38 61 58 81]
63615,52332,4,0,1.0,1,[60  3 20 38 30]
63623,8278,4,2,2.0,2,[95 18 91 16 68]
63625,8278,4,2,1.0,2,[95 18 91 16 68]
63653,8279,2,0,2.0,1,[98 55 41 70 83]
63661,11353,1,0,2.0,1,[ 0 48 31 41 77]
63704,8834,2,0,1.0,1,[ 9 50  4 55  0]
63707,8279,2,0,1.0,1,[23 39  4 19 18]
63711,8835,2,0,1.0,1,[21 28 13 37 91]
63726,8791,2,0,3.0,1,[65 66 52 87  0]
63729,8267,3,0,2.0,1,[98 56 41 70 69]
63731,27256,1,0,2.0,1,[28 91 13 72 59]
63733,40862,1,0,1.0,1,[95 21 72 19 91]
63738,12014,5,0,1.0,1,[91 18 14 42 23]
63741,8244,2,0,1.0,1,[91 42 59 21 11]
63756,19535,2,0,1.0,1,[28 23 39 42 91]
63766,14802,2,0,1.0,1,[42 31  7 15 91]
63821,17595,2,0,2.0,1,[89 36 85 30 81]
63823,635,2,0,1.0,1,[36 62 67 46 12]
63825,635,2,0,2.0,1,[36 62 67 46 12]
63869,22258,1,0,1.0,1,[59  9 46  6 50]
63877,8797,1,0,1.0,1,[90 38 97 85 29]
63898,8278,2,0,2.0,1,[95 18 68 91 16]
63904,8215,1,0,4.0,1,[ 9 99 81 36 85]
63907,8290,1,0,3.0,1,[46 59 36 82 29]
63925,26030,2,0,2.0,1,[25 41  9 91 33]
63932,8268,2,1,2.0,1,[34 71 16  0 96]
63937,47669,2,1,1.0,1,[91 42 51 94 47]
63944,12236,2,0,2.0,1,[33 47 77 50 51]
63949,12576,1,0,6.0,1,[33  4 47 28 19]
63958,19945,1,0,2.0,1,[57 58 85 82  3]
63962,24620,1,0,1.0,1,[85 48  3 81 30]
63964,36003,1,0,1.0,1,[35 30 86 51 17]
63981,43150,1,0,1.0,1,[61 30 85 82 57]
63983,20113,1,0,1.0,1,[57 12 81 62 85]
64002,22616,1,0,1.0,1,[25 33 16 21  5]
64012,8742,1,0,1.0,1,[61 81 85 30 82]
64014,15582,1,0,4.0,1,[ 7 81 82 85 30]
64058,8268,2,1,12.0,1,[34 71 16  0 96]
64082,8260,2,0,14.0,1,[41 48 70 83 21]
64089,12225,2,0,14.0,1,[48 77 47 49 28]
64194,21554,2,0,1.0,1,[ 5 17 89 33 85]
64196,39882,2,0,1.0,1,[36 81 30 67 57]
64203,17823,2,0,1.0,1,[61 78 82  2 38]
64222,8259,2,0,1.0,1,[11 59  2 97 21]
64227,8747,2,0,2.0,1,[97 99  2  9 48]
64232,8747,2,0,1.0,1,[97 99  2  9 33]
64240,61393,2,0,1.0,1,[85 81 90  3 48]
64251,1508,2,0,1.0,1,[28 13 10 48  7]
64291,12000,2,0,2.0,2,[14 94 32 76 48]
64296,12547,1,1,1.0,1,[90  2 42 48  5]
64603,672,2,2,1.0,1,[48 91 42 76 32]
64608,11984,2,2,1.0,1,[32  6 16 61 42]
64615,11439,2,0,4.0,1,[65 52 66 87 96]
64738,8254,3,1,1.0,1,[95 98 41 21 72]
64740,8250,3,1,2.0,1,[ 1 24 45 54 79]
64750,8250,3,1,2.0,1,[ 1 24 79 45 54]
64764,13094,2,1,2.0,1,[ 0 83 21  9 33]
64785,42601,2,0,3.0,1,[28 90 91 15 47]
64791,8788,2,0,1.0,1,[64 59 11  2 25]
64830,28703,1,0,4.0,1,[79 86 80 84 17]
64832,8235,1,0,1.0,1,[42 16 91 59 95]
64839,44690,1,0,3.0,1,[21 83 70 41 91]
64841,11620,1,0,1.0,1,[37 21 97 13 41]
64843,8279,2,0,2.0,1,[98 55 41 70 83]
64853,21593,2,2,2.0,1,[50 82 85 29 62]
64857,12501,2,2,1.0,1,[ 6  2 11 59 21]
64861,8743,2,2,3.0,2,[ 6 25  5 48  2]
64863,8741,2,2,1.0,2,[64 11 78 46 62]
64865,8741,2,2,2.0,2,[64 11 78 46 62]
64872,12175,2,2,2.0,1,[18 28 72 13 91]
64906,1379,2,0,1.0,1,[82 48 78 81 38]
64908,1379,2,0,1.0,1,[82 48 78 81 38]
64910,8234,2,0,1.0,1,[41 64 11  9 25]
64915,8218,1,0,1.0,1,[47 72 91 41 95]
64922,468,2,0,2.0,1,[13 64  5 59 11]
64925,760,2,0,2.0,1,[82 46 62 78 48]
64927,8263,2,0,3.0,1,[64 67 82 58 46]
64933,11358,1,0,7.0,1,[ 6 14 41 91 47]
64936,11358,1,0,5.0,1,[ 6 41 14 91 59]
64944,21489,4,0,3.0,2,[32 50 91 47  7]
65060,669,2,0,8.0,1,[ 0 83 97 33 21]
65116,8855,2,0,7.0,1,[26 73 84 92 34]
65163,8745,2,0,3.0,1,[76 64 35 30 58]
65178,12175,2,0,2.0,1,[18 28 72 13 91]
65189,8243,1,2,2.0,1,[42 91 48 51 28]
65191,12501,1,2,1.0,1,[ 6  2 11 59 21]
65204,8278,2,0,1.0,1,[95 18 91 68 16]
65206,8262,1,0,2.0,1,[68 95 37  9 28]
65236,8230,1,0,1.0,1,[95 19 98 68 21]
65241,8278,1,0,1.0,1,[95 18 68 21 91]
65248,25219,2,0,1.0,1,[36 82 67 78 15]
65271,22164,2,0,2.0,1,[ 5 99 10 25 59]
65290,8273,2,2,2.0,1,[68 91 18 72 19]
65354,20561,4,0,3.0,2,[80 78 93 61 86]
65370,52980,2,0,1.0,1,[ 6 91 15 32 17]
65373,16831,2,0,2.0,1,[83 17 89 91 86]
65408,44201,2,0,3.0,1,[91 82  2 64 94]
65432,8250,2,0,2.0,1,[ 1 45 24 79 54]
65443,14985,2,0,1.0,1,[18 40 42 91 28]
65452,8250,3,0,2.0,1,[ 1 24 45 54 79]
65457,57571,3,0,1.0,1,[39 32  7 91 48]
65482,8242,1,0,1.0,1,[25 37  5 21  9]
65485,8242,2,1,1.0,1,[25  5 37 21 59]
65487,921,2,0,3.0,1,[26 61 81 99 75]
65489,8242,1,1,1.0,1,[25 37  5 21 59]
65492,8267,1,1,3.0,1,[98 56 41 70 69]
65499,5700,3,0,1.0,2,[82 43 78 62 48]
65507,8242,2,1,2.0,1,[25 37 21 59  5]
65511,8740,2,0,1.0,1,[ 8 22 78  5 43]
65519,531,2,0,5.0,1,[22 97 86 64  5]
65523,379,1,0,1.0,1,[67 86 36 58 90]
65526,20211,2,0,1.0,1,[82 99  2  6 61]
65538,45033,2,0,1.0,1,[67 82 38 81 78]
65556,8267,2,0,5.0,1,[98 56 41 70 69]
65591,4317,2,0,2.0,1,[26 84 92 73 34]
65621,12439,2,1,2.0,1,[26 65 52 84 66]
65637,37107,2,0,1.0,1,[29 82 85 90 81]
65639,23239,2,0,1.0,1,[29 82 81 89 90]
65647,16409,2,0,1.0,1,[43 30 82 35 86]
65651,7635,1,0,2.0,1,[56 98 41 70 69]
65653,7635,2,0,1.0,2,[56 98 41 70 69]
65657,520,1,0,3.0,1,[22 99 86 91  5]
65665,8812,2,0,6.0,1,[ 2 58  9 46 64]
65669,7961,1,2,1.0,6,[91 42 13 48 63]
65684,8543,2,0,2.0,1,[62 61 57 85 12]
65696,8282,1,0,1.0,1,[64 10 62 99 57]
65706,8234,2,0,3.0,1,[41 37  9 64 25]
65718,8250,2,0,4.0,1,[ 1 45 24 79 54]
65810,51615,2,1,3.0,1,[36 15 57 30 62]
65821,51615,2,1,3.0,1,[36 57 15 62 30]
65835,8822,2,1,1.0,1,[15  5 62 36 30]
65837,23031,2,0,1.0,1,[11 86 30 17 91]
65862,12266,1,7,3.0,7,[19 91 63 70 17]
65865,24952,2,3,1.0,1,[13  8 96 42 91]
65888,5425,1,2,2.0,1,[85 90 48 51 91]
65903,3935,2,4,1.0,1,[91 42 48  7 47]
65906,3935,2,4,1.0,1,[91 42 48  7 47]
65911,25089,2,0,6.0,1,[30 86 20 51 73]
65919,8279,1,0,7.0,1,[98 55 70 41 10]
65943,8287,1,1,1.0,1,[ 9 49 18 68 95]
65946,25981,2,0,1.0,1,[23 17 18 86 51]
65984,8260,2,0,2.0,1,[41 21 83 70 98]
66125,8219,1,1,4.0,1,[91 42 18  2 48]
66128,8223,2,0,7.0,1,[98 70 41 56 55]
66141,589,1,0,1.0,1,[34 68 72 39 91]
66144,8219,1,0,2.0,1,[91 18  2 42 48]
66147,27819,1,0,3.0,1,[21 18 83 91 41]
66155,8278,2,0,3.0,1,[95 68 18 91 37]
66162,12390,1,0,2.0,1,[77 94 72 50 48]
66165,8266,1,0,3.0,1,[ 9 95 98 18 41]
66178,53146,2,0,4.0,1,[30 62 81 85 82]
66180,1398,2,0,4.0,1,[36 46 58 62 81]
66182,8223,1,0,3.0,1,[70 98 56 41 69]
66185,1398,2,0,4.0,1,[36 46 58 62 81]
66192,9145,4,0,1.0,1,[55  4  7 10 32]
66248,8791,3,1,7.0,1,[65 66 52 87  0]
66267,8824,2,0,2.0,1,[65 66 52 84 87]
66272,8223,1,0,2.0,1,[98 70 41 56 69]
66274,12810,2,0,1.0,1,[37 48 91 33 28]
66281,8281,2,0,3.0,1,[68 19 95 55  9]
66314,26663,1,1,1.0,1,[32 42 16 10 15]
66322,24180,1,0,3.0,1,[42 91 48 50 16]
66325,26663,2,1,1.0,1,[32 42 15 16 91]
66331,8272,1,0,1.0,1,[42 48 91 34 84]
66336,25315,1,0,2.0,1,[59 48 39 14  5]
66338,8223,1,0,2.0,1,[98 70 56 41 69]
66344,8855,2,1,7.0,2,[26 73 84 92 34]
66359,61193,1,0,4.0,1,[ 8 43 30 89 86]
66386,8859,2,1,3.0,1,[ 0 96 33 83 21]
66423,669,2,1,2.0,1,[ 0 83 33 21 97]
66425,669,2,1,2.0,1,[ 0 83 33 21 97]
66430,669,2,1,2.0,1,[ 0 83 33 21 97]
66452,6305,2,1,2.0,1,[63 59 92 29 62]
66475,41544,1,0,1.0,1,[36  6  2 48 59]
66480,12244,1,0,5.0,1,[22  8  5 33 25]
66491,21816,2,0,2.0,1,[68 95  9  4  2]
66503,21816,2,0,6.0,1,[68 95  9  2  4]
66510,8747,2,1,3.0,1,[97 99  2  9 48]
66533,3404,2,0,2.0,1,[75  9  6 61 25]
66535,3404,2,0,2.0,1,[75  9  6 61 25]
66545,22491,2,0,1.0,1,[43 62 30 82 81]
66552,21196,2,0,3.0,1,[ 2 82 36 29 48]
